buyer,tokenId,affinity
0xbc74c3adc2aa6a85bda3eca5b0e235ca08532772,11656,0.347023041729079
0xbc74c3adc2aa6a85bda3eca5b0e235ca08532772,14031,0.347023041729079
0xbc74c3adc2aa6a85bda3eca5b0e235ca08532772,2022,0.3368625294688159
0xbc74c3adc2aa6a85bda3eca5b0e235ca08532772,11222,0.3368625294688159
0x337101def3eeb6f06e071efe02216274507937bb,7956,0.42176251083539207
0xec8c1050b45789f9ee4d09dcc7d64aaf9e233338,5317,0.421966178490224
0x337101def3eeb6f06e071efe02216274507937bb,11631,0.2226886730450433
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,5055,0.10888796657988724
0x337101def3eeb6f06e071efe02216274507937bb,7065,0.2568288849845901
0x215fedd5780c39fbdadb4bc3700de61a8ffdd74a,4238,1.7284771517471684
0xb4f6ae2cca59f0ea3fb2559e32c61df753bb542a,8593,1.2332228969950434
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,8625,0.4408160893916436
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,12871,1.132260555288867
0xec8c1050b45789f9ee4d09dcc7d64aaf9e233338,13960,0.8417163678337353
0xec6d36a487d85cf562b7b8464ce8dc60637362ac,16279,1.8540060015352915
0xec8c1050b45789f9ee4d09dcc7d64aaf9e233338,9658,0.143800759428376
0x337101def3eeb6f06e071efe02216274507937bb,6618,0.2925142587420208
0x51c3016d6699480ec6becdf2155079c27ebae040,666,0.9865105888723634
0x337101def3eeb6f06e071efe02216274507937bb,134,0.7694697210074118
0xec8c1050b45789f9ee4d09dcc7d64aaf9e233338,11291,0.12415100359684464
0xfb1363ec558fc289ba6d4a6c6ba7919cfbb22b14,13158,0.406166106460245
0x6853a596d6d7264d3622546da3b891b6fe17eb82,10361,0.13211354222990243
0xfb1363ec558fc289ba6d4a6c6ba7919cfbb22b14,1877,0.4099517729758862
0xec8c1050b45789f9ee4d09dcc7d64aaf9e233338,9001,0.12950951724988
0xe923d07f58239356d4b1db37e03a22141f4f37c6,11222,2.428130114260925
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,17714,0.12950951724988
0xbc74c3adc2aa6a85bda3eca5b0e235ca08532772,1065,1.2075760194737735
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,5124,0.6671985457904752
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,10191,0.5333941928878742
0x337101def3eeb6f06e071efe02216274507937bb,9688,0.6679709260811597
0x49e6f2d934077995cf4b24701fa5ae7f7b5e82e5,9351,0.18796887496009704
0x408c76d8e3284338cda7fded97aaf833b7b2480d,4476,0.3850991832590003
0x7e340f8bb5dafa15a16825e2a547ba8c04b297e6,10154,0.4472426946466543
0xbc74c3adc2aa6a85bda3eca5b0e235ca08532772,2078,1.1949024024277057
0x337101def3eeb6f06e071efe02216274507937bb,9236,0.40625197107437816
0x7d6105d75c5e6a40791a50a52a92365545e9b112,3016,1.3865153074137757
0xda07c2cbf92e488960efd591f75d1cb00e9e64ed,12937,0.41251567430444447
0x756678bd0d2358d2198511c3adf50502fdf45597,17135,0.0
0x55372173689c288552885d897d32f5f706f79aa6,7380,2.7878940202759255
0x0d670d3cf94007639d0bd3f9286cea62f6271093,12039,1.2807293003285807
0x06ce30bd0e1520af542cd5f3a80ea2d1083a2888,9422,1.1526746666807903
0x06ce30bd0e1520af542cd5f3a80ea2d1083a2888,13825,0.5738809633977606
0x6853a596d6d7264d3622546da3b891b6fe17eb82,5102,0.5816649517818031
0x06ce30bd0e1520af542cd5f3a80ea2d1083a2888,905,0.22971833678155995
0x1cf4d277263024d212c49ae0afb1ac5e8ab04cf4,2383,3.3481405656696586
0x55372173689c288552885d897d32f5f706f79aa6,17843,0.6899045201540299
0xa636e1a462f612e14adc20cb405d1727a6efca6a,14201,2.3182868035396766
0x21316e6a4f0af45e5f1503984e83b10c53b177d8,12992,0.5178071573853439
0xc72f3a0fedd9df54af271912f283cc0024c14197,8548,0.1935107537003235
0x6853a596d6d7264d3622546da3b891b6fe17eb82,11028,0.3632779354102298
0x337101def3eeb6f06e071efe02216274507937bb,10728,0.0021771093284440254
0xc72f3a0fedd9df54af271912f283cc0024c14197,7523,0.2482995997746014
0xec8c1050b45789f9ee4d09dcc7d64aaf9e233338,13902,0.07949137333468792
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,12385,0.09987017591332263
0x21316e6a4f0af45e5f1503984e83b10c53b177d8,3746,0.08605159034907418
0x6853a596d6d7264d3622546da3b891b6fe17eb82,14669,0.0875700699387344
0x335e19b3f5dcfa2e398ee7d5ff430a1f8ccc88b2,4832,0.08888632632501539
0x62f7418c3ae08379b25a4b32c1f16e0e8758f9b1,10728,0.06896900895834696
0x7ea92dbce5387f8ff480fe5d557abd4c7b09054f,7380,1.7311975353164368
0x7ea92dbce5387f8ff480fe5d557abd4c7b09054f,10827,1.7240555253558207
0x6853a596d6d7264d3622546da3b891b6fe17eb82,17139,1.7240555253558207
0xa636e1a462f612e14adc20cb405d1727a6efca6a,15394,0.1953283551116489
0x6853a596d6d7264d3622546da3b891b6fe17eb82,9915,0.2954489026101077
0x7ea92dbce5387f8ff480fe5d557abd4c7b09054f,2407,3.1989447800654154
0x530cf036ed4fa58f7301a9c788c9806624cefd19,16418,0.013891209373398564
0x21316e6a4f0af45e5f1503984e83b10c53b177d8,4794,0.17517825734635972
0x530cf036ed4fa58f7301a9c788c9806624cefd19,6958,0.04011000942263831
0xa636e1a462f612e14adc20cb405d1727a6efca6a,1852,0.05505756219286348
0x1b158330eb18839f50649f4cb8f49954214866a3,1051,0.13382682214742103
0x21316e6a4f0af45e5f1503984e83b10c53b177d8,12819,0.18007334282498433
0x6853a596d6d7264d3622546da3b891b6fe17eb82,2515,0.3650594255352376
0x6853a596d6d7264d3622546da3b891b6fe17eb82,9364,0.3650594255352376
