Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M3A,Age characteristics,Total population by age groups,35 to 39 years,,,,,2425
M3A,Age characteristics,Total population by age groups,40 to 44 years,,,,,2635
M3A,Age characteristics,Total population by age groups,45 to 49 years,,,,,2920
M3A,Age characteristics,Total population by age groups,50 to 54 years,,,,,2590
M3A,Age characteristics,Total population by age groups,55 to 59 years,,,,,2030
M3A,Age characteristics,Total population by age groups,60 to 64 years,,,,,1670
M3A,Age characteristics,Total population by age groups,65 to 69 years,,,,,1310
M3A,Age characteristics,Total population by age groups,70 to 74 years,,,,,1115
M3A,Age characteristics,Total population by age groups,75 to 79 years,,,,,1010
M3A,Age characteristics,Total population by age groups,80 to 84 years,,,,,850
M3A,Age characteristics,Total population by age groups,85 years and over,,,,,580
M3A,Age characteristics,Median age of the population,,,,,,39
M3A,Age characteristics,% of the population aged 15 and over,,,,,,82.4
M3B,Age characteristics,Total population by age groups,,,,,,13500
M3B,Age characteristics,Total population by age groups,0 to 4 years,,,,,525
M3B,Age characteristics,Total population by age groups,5 to 9 years,,,,,740
M3B,Age characteristics,Total population by age groups,10 to 14 years,,,,,860
M3B,Age characteristics,Total population by age groups,15 to 19 years,,,,,960
M3B,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,190
M3B,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,195
M3B,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,195
M3B,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,210
M3B,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,160
M3B,Age characteristics,Total population by age groups,20 to 24 years,,,,,770
M3B,Age characteristics,Total population by age groups,25 to 29 years,,,,,480
M3B,Age characteristics,Total population by age groups,30 to 34 years,,,,,425
M3B,Age characteristics,Total population by age groups,35 to 39 years,,,,,665
M3B,Age characteristics,Total population by age groups,40 to 44 years,,,,,1130
M3B,Age characteristics,Total population by age groups,45 to 49 years,,,,,1210
M3B,Age characteristics,Total population by age groups,50 to 54 years,,,,,1105
M3B,Age characteristics,Total population by age groups,55 to 59 years,,,,,855
M3B,Age characteristics,Total population by age groups,60 to 64 years,,,,,850
M3B,Age characteristics,Total population by age groups,65 to 69 years,,,,,660
M3B,Age characteristics,Total population by age groups,70 to 74 years,,,,,640
M3B,Age characteristics,Total population by age groups,75 to 79 years,,,,,580
M3B,Age characteristics,Total population by age groups,80 to 84 years,,,,,590
M3B,Age characteristics,Total population by age groups,85 years and over,,,,,450
M3B,Age characteristics,Median age of the population,,,,,,45.9
M3B,Age characteristics,% of the population aged 15 and over,,,,,,84.2
M3C,Age characteristics,Total population by age groups,,,,,,38290
M3C,Age characteristics,Total population by age groups,0 to 4 years,,,,,2300
M3C,Age characteristics,Total population by age groups,5 to 9 years,,,,,1975
M3C,Age characteristics,Total population by age groups,10 to 14 years,,,,,2140
M3C,Age characteristics,Total population by age groups,15 to 19 years,,,,,2255
M3C,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,450
M3C,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,435
M3C,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,485
M3C,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,450
M3C,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,440
M3C,Age characteristics,Total population by age groups,20 to 24 years,,,,,2390
M3C,Age characteristics,Total population by age groups,25 to 29 years,,,,,2815
M3C,Age characteristics,Total population by age groups,30 to 34 years,,,,,2810
M3C,Age characteristics,Total population by age groups,35 to 39 years,,,,,2745
M3C,Age characteristics,Total population by age groups,40 to 44 years,,,,,2970
M3C,Age characteristics,Total population by age groups,45 to 49 years,,,,,3055
M3C,Age characteristics,Total population by age groups,50 to 54 years,,,,,2590
M3C,Age characteristics,Total population by age groups,55 to 59 years,,,,,2125
M3C,Age characteristics,Total population by age groups,60 to 64 years,,,,,1940
M3C,Age characteristics,Total population by age groups,65 to 69 years,,,,,1550
M3C,Age characteristics,Total population by age groups,70 to 74 years,,,,,1350
M3C,Age characteristics,Total population by age groups,75 to 79 years,,,,,1165
M3C,Age characteristics,Total population by age groups,80 to 84 years,,,,,1040
M3C,Age characteristics,Total population by age groups,85 years and over,,,,,1070
M3C,Age characteristics,Median age of the population,,,,,,39.5
M3C,Age characteristics,% of the population aged 15 and over,,,,,,83.2
M3H,Age characteristics,Total population by age groups,,,,,,34535
M3H,Age characteristics,Total population by age groups,0 to 4 years,,,,,2105
M3H,Age characteristics,Total population by age groups,5 to 9 years,,,,,1790
M3H,Age characteristics,Total population by age groups,10 to 14 years,,,,,1975
M3H,Age characteristics,Total population by age groups,15 to 19 years,,,,,2110
M3H,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,415
M3H,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,455
M3H,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,415
M3H,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,450
M3H,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,380
M3H,Age characteristics,Total population by age groups,20 to 24 years,,,,,2015
M3H,Age characteristics,Total population by age groups,25 to 29 years,,,,,2060
M3H,Age characteristics,Total population by age groups,30 to 34 years,,,,,2540
M3H,Age characteristics,Total population by age groups,35 to 39 years,,,,,2530
M3H,Age characteristics,Total population by age groups,40 to 44 years,,,,,2710
M3H,Age characteristics,Total population by age groups,45 to 49 years,,,,,2830
M3H,Age characteristics,Total population by age groups,50 to 54 years,,,,,2595
M3H,Age characteristics,Total population by age groups,55 to 59 years,,,,,2060
M3H,Age characteristics,Total population by age groups,60 to 64 years,,,,,1840
M3H,Age characteristics,Total population by age groups,65 to 69 years,,,,,1185
M3H,Age characteristics,Total population by age groups,70 to 74 years,,,,,1035
M3H,Age characteristics,Total population by age groups,75 to 79 years,,,,,1020
M3H,Age characteristics,Total population by age groups,80 to 84 years,,,,,1020
M3H,Age characteristics,Total population by age groups,85 years and over,,,,,1120
M3H,Age characteristics,Median age of the population,,,,,,40.3
M3H,Age characteristics,% of the population aged 15 and over,,,,,,83
M3J,Age characteristics,Total population by age groups,,,,,,25355
M3J,Age characteristics,Total population by age groups,0 to 4 years,,,,,1470
M3J,Age characteristics,Total population by age groups,5 to 9 years,,,,,1230
M3J,Age characteristics,Total population by age groups,10 to 14 years,,,,,1235
M3J,Age characteristics,Total population by age groups,15 to 19 years,,,,,1590
M3J,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,260
M3J,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,285
M3J,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,280
M3J,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,350
M3J,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,415
M3J,Age characteristics,Total population by age groups,20 to 24 years,,,,,3075
M3J,Age characteristics,Total population by age groups,25 to 29 years,,,,,2635
M3J,Age characteristics,Total population by age groups,30 to 34 years,,,,,1950
M3J,Age characteristics,Total population by age groups,35 to 39 years,,,,,1635
M3J,Age characteristics,Total population by age groups,40 to 44 years,,,,,1655
M3J,Age characteristics,Total population by age groups,45 to 49 years,,,,,1730
M3J,Age characteristics,Total population by age groups,50 to 54 years,,,,,1565
M3J,Age characteristics,Total population by age groups,55 to 59 years,,,,,1205
M3J,Age characteristics,Total population by age groups,60 to 64 years,,,,,1040
M3J,Age characteristics,Total population by age groups,65 to 69 years,,,,,810
M3J,Age characteristics,Total population by age groups,70 to 74 years,,,,,845
M3J,Age characteristics,Total population by age groups,75 to 79 years,,,,,800
M3J,Age characteristics,Total population by age groups,80 to 84 years,,,,,520
M3J,Age characteristics,Total population by age groups,85 years and over,,,,,380
M3J,Age characteristics,Median age of the population,,,,,,33.6
M3J,Age characteristics,% of the population aged 15 and over,,,,,,84.5
M3K,Age characteristics,Total population by age groups,,,,,,5890
M3K,Age characteristics,Total population by age groups,0 to 4 years,,,,,315
M3K,Age characteristics,Total population by age groups,5 to 9 years,,,,,275
M3K,Age characteristics,Total population by age groups,10 to 14 years,,,,,270
M3K,Age characteristics,Total population by age groups,15 to 19 years,,,,,350
M3K,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,75
M3K,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,60
M3K,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,75
M3K,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,80
M3K,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,65
M3K,Age characteristics,Total population by age groups,20 to 24 years,,,,,350
M3K,Age characteristics,Total population by age groups,25 to 29 years,,,,,375
M3K,Age characteristics,Total population by age groups,30 to 34 years,,,,,455
M3K,Age characteristics,Total population by age groups,35 to 39 years,,,,,370
M3K,Age characteristics,Total population by age groups,40 to 44 years,,,,,410
M3K,Age characteristics,Total population by age groups,45 to 49 years,,,,,485
M3K,Age characteristics,Total population by age groups,50 to 54 years,,,,,455
M3K,Age characteristics,Total population by age groups,55 to 59 years,,,,,330
M3K,Age characteristics,Total population by age groups,60 to 64 years,,,,,290
M3K,Age characteristics,Total population by age groups,65 to 69 years,,,,,250
M3K,Age characteristics,Total population by age groups,70 to 74 years,,,,,285
M3K,Age characteristics,Total population by age groups,75 to 79 years,,,,,290
M3K,Age characteristics,Total population by age groups,80 to 84 years,,,,,190
M3K,Age characteristics,Total population by age groups,85 years and over,,,,,155
M3K,Age characteristics,Median age of the population,,,,,,42.3
M3K,Age characteristics,% of the population aged 15 and over,,,,,,85.4
M3L,Age characteristics,Total population by age groups,,,,,,18000
M3L,Age characteristics,Total population by age groups,0 to 4 years,,,,,1110
M3L,Age characteristics,Total population by age groups,5 to 9 years,,,,,1045
M3L,Age characteristics,Total population by age groups,10 to 14 years,,,,,1205
M3L,Age characteristics,Total population by age groups,15 to 19 years,,,,,1250
M3L,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,250
M3L,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,265
M3L,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,250
M3L,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,235
M3L,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,250
M3L,Age characteristics,Total population by age groups,20 to 24 years,,,,,1220
M3L,Age characteristics,Total population by age groups,25 to 29 years,,,,,1250
M3L,Age characteristics,Total population by age groups,30 to 34 years,,,,,1160
M3L,Age characteristics,Total population by age groups,35 to 39 years,,,,,1115
M3L,Age characteristics,Total population by age groups,40 to 44 years,,,,,1265
M3L,Age characteristics,Total population by age groups,45 to 49 years,,,,,1335
M3L,Age characteristics,Total population by age groups,50 to 54 years,,,,,1245
M3L,Age characteristics,Total population by age groups,55 to 59 years,,,,,965
M3L,Age characteristics,Total population by age groups,60 to 64 years,,,,,870
M3L,Age characteristics,Total population by age groups,65 to 69 years,,,,,755
M3L,Age characteristics,Total population by age groups,70 to 74 years,,,,,765
M3L,Age characteristics,Total population by age groups,75 to 79 years,,,,,695
M3L,Age characteristics,Total population by age groups,80 to 84 years,,,,,490
M3L,Age characteristics,Total population by age groups,85 years and over,,,,,260
M3L,Age characteristics,Median age of the population,,,,,,38.5
M3L,Age characteristics,% of the population aged 15 and over,,,,,,81.4
M3M,Age characteristics,Total population by age groups,,,,,,23725
M3M,Age characteristics,Total population by age groups,0 to 4 years,,,,,1495
M3M,Age characteristics,Total population by age groups,5 to 9 years,,,,,1320
M3M,Age characteristics,Total population by age groups,10 to 14 years,,,,,1310
M3M,Age characteristics,Total population by age groups,15 to 19 years,,,,,1415
M3M,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,295
M3M,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,295
M3M,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,285
M3M,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,280
M3M,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,265
M3M,Age characteristics,Total population by age groups,20 to 24 years,,,,,1490
M3M,Age characteristics,Total population by age groups,25 to 29 years,,,,,1685
M3M,Age characteristics,Total population by age groups,30 to 34 years,,,,,1780
M3M,Age characteristics,Total population by age groups,35 to 39 years,,,,,1625
M3M,Age characteristics,Total population by age groups,40 to 44 years,,,,,1770
M3M,Age characteristics,Total population by age groups,45 to 49 years,,,,,1925
M3M,Age characteristics,Total population by age groups,50 to 54 years,,,,,1820
M3M,Age characteristics,Total population by age groups,55 to 59 years,,,,,1420
M3M,Age characteristics,Total population by age groups,60 to 64 years,,,,,1160
M3M,Age characteristics,Total population by age groups,65 to 69 years,,,,,895
M3M,Age characteristics,Total population by age groups,70 to 74 years,,,,,850
M3M,Age characteristics,Total population by age groups,75 to 79 years,,,,,780
M3M,Age characteristics,Total population by age groups,80 to 84 years,,,,,600
M3M,Age characteristics,Total population by age groups,85 years and over,,,,,390
M3M,Age characteristics,Median age of the population,,,,,,39.2
M3M,Age characteristics,% of the population aged 15 and over,,,,,,82.6
M3N,Age characteristics,Total population by age groups,,,,,,42760
M3N,Age characteristics,Total population by age groups,0 to 4 years,,,,,3390
M3N,Age characteristics,Total population by age groups,5 to 9 years,,,,,3285
M3N,Age characteristics,Total population by age groups,10 to 14 years,,,,,3145
M3N,Age characteristics,Total population by age groups,15 to 19 years,,,,,3300
M3N,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,680
M3N,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,710
M3N,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,655
M3N,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,640
M3N,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,620
M3N,Age characteristics,Total population by age groups,20 to 24 years,,,,,3150
M3N,Age characteristics,Total population by age groups,25 to 29 years,,,,,3050
M3N,Age characteristics,Total population by age groups,30 to 34 years,,,,,2725
M3N,Age characteristics,Total population by age groups,35 to 39 years,,,,,2725
M3N,Age characteristics,Total population by age groups,40 to 44 years,,,,,3060
M3N,Age characteristics,Total population by age groups,45 to 49 years,,,,,3070
M3N,Age characteristics,Total population by age groups,50 to 54 years,,,,,2840
M3N,Age characteristics,Total population by age groups,55 to 59 years,,,,,2160
M3N,Age characteristics,Total population by age groups,60 to 64 years,,,,,1825
M3N,Age characteristics,Total population by age groups,65 to 69 years,,,,,1440
M3N,Age characteristics,Total population by age groups,70 to 74 years,,,,,1255
M3N,Age characteristics,Total population by age groups,75 to 79 years,,,,,1100
M3N,Age characteristics,Total population by age groups,80 to 84 years,,,,,735
M3N,Age characteristics,Total population by age groups,85 years and over,,,,,515
M3N,Age characteristics,Median age of the population,,,,,,33.7
M3N,Age characteristics,% of the population aged 15 and over,,,,,,77
M4A,Age characteristics,Total population by age groups,,,,,,14150
M4A,Age characteristics,Total population by age groups,0 to 4 years,,,,,760
M4A,Age characteristics,Total population by age groups,5 to 9 years,,,,,630
M4A,Age characteristics,Total population by age groups,10 to 14 years,,,,,670
M4A,Age characteristics,Total population by age groups,15 to 19 years,,,,,730
M4A,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,135
M4A,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,145
M4A,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,140
M4A,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,160
M4A,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,160
M4A,Age characteristics,Total population by age groups,20 to 24 years,,,,,795
M4A,Age characteristics,Total population by age groups,25 to 29 years,,,,,895
M4A,Age characteristics,Total population by age groups,30 to 34 years,,,,,970
M4A,Age characteristics,Total population by age groups,35 to 39 years,,,,,920
M4A,Age characteristics,Total population by age groups,40 to 44 years,,,,,1060
M4A,Age characteristics,Total population by age groups,45 to 49 years,,,,,1115
M4A,Age characteristics,Total population by age groups,50 to 54 years,,,,,1045
M4A,Age characteristics,Total population by age groups,55 to 59 years,,,,,915
M4A,Age characteristics,Total population by age groups,60 to 64 years,,,,,785
M4A,Age characteristics,Total population by age groups,65 to 69 years,,,,,645
M4A,Age characteristics,Total population by age groups,70 to 74 years,,,,,635
M4A,Age characteristics,Total population by age groups,75 to 79 years,,,,,590
M4A,Age characteristics,Total population by age groups,80 to 84 years,,,,,480
M4A,Age characteristics,Total population by age groups,85 years and over,,,,,510
M4A,Age characteristics,Median age of the population,,,,,,43.3
M4A,Age characteristics,% of the population aged 15 and over,,,,,,85.4
M4B,Age characteristics,Total population by age groups,,,,,,18455
M4B,Age characteristics,Total population by age groups,0 to 4 years,,,,,1080
M4B,Age characteristics,Total population by age groups,5 to 9 years,,,,,1040
M4B,Age characteristics,Total population by age groups,10 to 14 years,,,,,1020
M4B,Age characteristics,Total population by age groups,15 to 19 years,,,,,1135
M4B,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,220
M4B,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,230
M4B,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,200
M4B,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,220
M4B,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,260
M4B,Age characteristics,Total population by age groups,20 to 24 years,,,,,1110
M4B,Age characteristics,Total population by age groups,25 to 29 years,,,,,1050
M4B,Age characteristics,Total population by age groups,30 to 34 years,,,,,1155
M4B,Age characteristics,Total population by age groups,35 to 39 years,,,,,1205
M4B,Age characteristics,Total population by age groups,40 to 44 years,,,,,1495
M4B,Age characteristics,Total population by age groups,45 to 49 years,,,,,1650
M4B,Age characteristics,Total population by age groups,50 to 54 years,,,,,1605
M4B,Age characteristics,Total population by age groups,55 to 59 years,,,,,1305
M4B,Age characteristics,Total population by age groups,60 to 64 years,,,,,1015
M4B,Age characteristics,Total population by age groups,65 to 69 years,,,,,710
M4B,Age characteristics,Total population by age groups,70 to 74 years,,,,,575
M4B,Age characteristics,Total population by age groups,75 to 79 years,,,,,485
M4B,Age characteristics,Total population by age groups,80 to 84 years,,,,,430
M4B,Age characteristics,Total population by age groups,85 years and over,,,,,395
M4B,Age characteristics,Median age of the population,,,,,,41.4
M4B,Age characteristics,% of the population aged 15 and over,,,,,,83
M4C,Age characteristics,Total population by age groups,,,,,,45820
M4C,Age characteristics,Total population by age groups,0 to 4 years,,,,,3020
M4C,Age characteristics,Total population by age groups,5 to 9 years,,,,,2470
M4C,Age characteristics,Total population by age groups,10 to 14 years,,,,,2170
M4C,Age characteristics,Total population by age groups,15 to 19 years,,,,,2215
M4C,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,450
M4C,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,470
M4C,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,415
M4C,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,435
M4C,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,445
M4C,Age characteristics,Total population by age groups,20 to 24 years,,,,,2600
M4C,Age characteristics,Total population by age groups,25 to 29 years,,,,,3235
M4C,Age characteristics,Total population by age groups,30 to 34 years,,,,,3800
M4C,Age characteristics,Total population by age groups,35 to 39 years,,,,,4065
M4C,Age characteristics,Total population by age groups,40 to 44 years,,,,,3910
M4C,Age characteristics,Total population by age groups,45 to 49 years,,,,,3970
M4C,Age characteristics,Total population by age groups,50 to 54 years,,,,,3595
M4C,Age characteristics,Total population by age groups,55 to 59 years,,,,,3035
M4C,Age characteristics,Total population by age groups,60 to 64 years,,,,,2345
M4C,Age characteristics,Total population by age groups,65 to 69 years,,,,,1515
M4C,Age characteristics,Total population by age groups,70 to 74 years,,,,,1295
M4C,Age characteristics,Total population by age groups,75 to 79 years,,,,,1015
M4C,Age characteristics,Total population by age groups,80 to 84 years,,,,,880
M4C,Age characteristics,Total population by age groups,85 years and over,,,,,685
M4C,Age characteristics,Median age of the population,,,,,,39.1
M4C,Age characteristics,% of the population aged 15 and over,,,,,,83.3
M4E,Age characteristics,Total population by age groups,,,,,,24600
M4E,Age characteristics,Total population by age groups,0 to 4 years,,,,,1485
M4E,Age characteristics,Total population by age groups,5 to 9 years,,,,,1420
M4E,Age characteristics,Total population by age groups,10 to 14 years,,,,,1385
M4E,Age characteristics,Total population by age groups,15 to 19 years,,,,,1355
M4E,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,250
M4E,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,305
M4E,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,270
M4E,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,260
M4E,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,275
M4E,Age characteristics,Total population by age groups,20 to 24 years,,,,,1255
M4E,Age characteristics,Total population by age groups,25 to 29 years,,,,,1225
M4E,Age characteristics,Total population by age groups,30 to 34 years,,,,,1675
M4E,Age characteristics,Total population by age groups,35 to 39 years,,,,,2100
M4E,Age characteristics,Total population by age groups,40 to 44 years,,,,,2250
M4E,Age characteristics,Total population by age groups,45 to 49 years,,,,,2325
M4E,Age characteristics,Total population by age groups,50 to 54 years,,,,,2100
M4E,Age characteristics,Total population by age groups,55 to 59 years,,,,,1840
M4E,Age characteristics,Total population by age groups,60 to 64 years,,,,,1515
M4E,Age characteristics,Total population by age groups,65 to 69 years,,,,,995
M4E,Age characteristics,Total population by age groups,70 to 74 years,,,,,575
M4E,Age characteristics,Total population by age groups,75 to 79 years,,,,,450
M4E,Age characteristics,Total population by age groups,80 to 84 years,,,,,330
M4E,Age characteristics,Total population by age groups,85 years and over,,,,,310
M4E,Age characteristics,Median age of the population,,,,,,40.8
M4E,Age characteristics,% of the population aged 15 and over,,,,,,82.6
M4G,Age characteristics,Total population by age groups,,,,,,18030
M4G,Age characteristics,Total population by age groups,0 to 4 years,,,,,1035
M4G,Age characteristics,Total population by age groups,5 to 9 years,,,,,1265
M4G,Age characteristics,Total population by age groups,10 to 14 years,,,,,1220
M4G,Age characteristics,Total population by age groups,15 to 19 years,,,,,1150
M4G,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,235
M4G,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,240
M4G,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,200
M4G,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,240
M4G,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,240
M4G,Age characteristics,Total population by age groups,20 to 24 years,,,,,920
M4G,Age characteristics,Total population by age groups,25 to 29 years,,,,,720
M4G,Age characteristics,Total population by age groups,30 to 34 years,,,,,875
M4G,Age characteristics,Total population by age groups,35 to 39 years,,,,,1210
M4G,Age characteristics,Total population by age groups,40 to 44 years,,,,,1640
M4G,Age characteristics,Total population by age groups,45 to 49 years,,,,,1620
M4G,Age characteristics,Total population by age groups,50 to 54 years,,,,,1540
M4G,Age characteristics,Total population by age groups,55 to 59 years,,,,,1210
M4G,Age characteristics,Total population by age groups,60 to 64 years,,,,,1050
M4G,Age characteristics,Total population by age groups,65 to 69 years,,,,,820
M4G,Age characteristics,Total population by age groups,70 to 74 years,,,,,535
M4G,Age characteristics,Total population by age groups,75 to 79 years,,,,,460
M4G,Age characteristics,Total population by age groups,80 to 84 years,,,,,390
M4G,Age characteristics,Total population by age groups,85 years and over,,,,,375
M4G,Age characteristics,Median age of the population,,,,,,41.9
M4G,Age characteristics,% of the population aged 15 and over,,,,,,80.5
M4H,Age characteristics,Total population by age groups,,,,,,18480
M4H,Age characteristics,Total population by age groups,0 to 4 years,,,,,2005
M4H,Age characteristics,Total population by age groups,5 to 9 years,,,,,1640
M4H,Age characteristics,Total population by age groups,10 to 14 years,,,,,1305
M4H,Age characteristics,Total population by age groups,15 to 19 years,,,,,1095
M4H,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,225
M4H,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,240
M4H,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,225
M4H,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,195
M4H,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,205
M4H,Age characteristics,Total population by age groups,20 to 24 years,,,,,1070
M4H,Age characteristics,Total population by age groups,25 to 29 years,,,,,1395
M4H,Age characteristics,Total population by age groups,30 to 34 years,,,,,1465
M4H,Age characteristics,Total population by age groups,35 to 39 years,,,,,1585
M4H,Age characteristics,Total population by age groups,40 to 44 years,,,,,1460
M4H,Age characteristics,Total population by age groups,45 to 49 years,,,,,1125
M4H,Age characteristics,Total population by age groups,50 to 54 years,,,,,945
M4H,Age characteristics,Total population by age groups,55 to 59 years,,,,,780
M4H,Age characteristics,Total population by age groups,60 to 64 years,,,,,680
M4H,Age characteristics,Total population by age groups,65 to 69 years,,,,,510
M4H,Age characteristics,Total population by age groups,70 to 74 years,,,,,445
M4H,Age characteristics,Total population by age groups,75 to 79 years,,,,,380
M4H,Age characteristics,Total population by age groups,80 to 84 years,,,,,275
M4H,Age characteristics,Total population by age groups,85 years and over,,,,,320
M4H,Age characteristics,Median age of the population,,,,,,32.5
M4H,Age characteristics,% of the population aged 15 and over,,,,,,73.2
M4J,Age characteristics,Total population by age groups,,,,,,35145
M4J,Age characteristics,Total population by age groups,0 to 4 years,,,,,2275
M4J,Age characteristics,Total population by age groups,5 to 9 years,,,,,1740
M4J,Age characteristics,Total population by age groups,10 to 14 years,,,,,1645
M4J,Age characteristics,Total population by age groups,15 to 19 years,,,,,1705
M4J,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,350
M4J,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,335
M4J,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,325
M4J,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,305
M4J,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,380
M4J,Age characteristics,Total population by age groups,20 to 24 years,,,,,1930
M4J,Age characteristics,Total population by age groups,25 to 29 years,,,,,2185
M4J,Age characteristics,Total population by age groups,30 to 34 years,,,,,2925
M4J,Age characteristics,Total population by age groups,35 to 39 years,,,,,3030
M4J,Age characteristics,Total population by age groups,40 to 44 years,,,,,2925
M4J,Age characteristics,Total population by age groups,45 to 49 years,,,,,2990
M4J,Age characteristics,Total population by age groups,50 to 54 years,,,,,2670
M4J,Age characteristics,Total population by age groups,55 to 59 years,,,,,2265
M4J,Age characteristics,Total population by age groups,60 to 64 years,,,,,2025
M4J,Age characteristics,Total population by age groups,65 to 69 years,,,,,1390
M4J,Age characteristics,Total population by age groups,70 to 74 years,,,,,1175
M4J,Age characteristics,Total population by age groups,75 to 79 years,,,,,970
M4J,Age characteristics,Total population by age groups,80 to 84 years,,,,,735
M4J,Age characteristics,Total population by age groups,85 years and over,,,,,570
M4J,Age characteristics,Median age of the population,,,,,,40.2
M4J,Age characteristics,% of the population aged 15 and over,,,,,,83.9
M4K,Age characteristics,Total population by age groups,,,,,,31625
M4K,Age characteristics,Total population by age groups,0 to 4 years,,,,,1690
M4K,Age characteristics,Total population by age groups,5 to 9 years,,,,,1555
M4K,Age characteristics,Total population by age groups,10 to 14 years,,,,,1395
M4K,Age characteristics,Total population by age groups,15 to 19 years,,,,,1460
M4K,Age characteristics,Total population by age groups,15 to 19 years,15 years,,,,315
M4K,Age characteristics,Total population by age groups,15 to 19 years,16 years,,,,265
M4K,Age characteristics,Total population by age groups,15 to 19 years,17 years,,,,290
M4K,Age characteristics,Total population by age groups,15 to 19 years,18 years,,,,295
M4K,Age characteristics,Total population by age groups,15 to 19 years,19 years,,,,285
M4K,Age characteristics,Total population by age groups,20 to 24 years,,,,,1615
M4K,Age characteristics,Total population by age groups,25 to 29 years,,,,,2350
M4K,Age characteristics,Total population by age groups,30 to 34 years,,,,,2595
