Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M4J,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,385
M4J,Household and dwelling characteristics,Number of persons in private households,,,,,,35040
M4J,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.4
M4K,Household and dwelling characteristics,Total number of persons in private households,,,,,,31205
M4K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,8350
M4K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,745
M4K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1910
M4K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,5695
M4K,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,22855
M4K,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.8
M4K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,4080
M4K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1755
M4K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,245
M4K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,130
M4K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,1380
M4K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,2320
M4K,Household and dwelling characteristics,Total number of private households by household type,,,,,,14580
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,7970
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,7310
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,6060
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,2895
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,3170
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,1245
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,665
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,500
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,350
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,135
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,210
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,155
M4K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,170
M4K,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,6600
M4K,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,5695
M4K,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,910
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,14575
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,2390
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,5050
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,5
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,7135
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,2460
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,345
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,730
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,3540
M4K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,65
M4K,Household and dwelling characteristics,Total number of private households by household size,,,,,,14575
M4K,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,5700
M4K,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,4485
M4K,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,2015
M4K,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,1700
M4K,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,475
M4K,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,205
M4K,Household and dwelling characteristics,Number of persons in private households,,,,,,31205
M4K,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.1
M4L,Household and dwelling characteristics,Total number of persons in private households,,,,,,31150
M4L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,7160
M4L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,750
M4L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1635
M4L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,4770
M4L,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,23990
M4L,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.8
M4L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,2965
M4L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1205
M4L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,235
M4L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,90
M4L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,875
M4L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,1765
M4L,Household and dwelling characteristics,Total number of private households by household type,,,,,,13715
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,8220
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,7375
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,5980
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,2770
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,3210
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,1400
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,845
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,620
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,390
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,155
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,235
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,230
M4L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,220
M4L,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,5495
M4L,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,4770
M4L,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,725
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,13720
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,2615
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,1025
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,10080
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,3150
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,775
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,650
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,5485
M4L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,30
M4L,Household and dwelling characteristics,Total number of private households by household size,,,,,,13720
M4L,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,4770
M4L,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,4235
M4L,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,2205
M4L,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,1710
M4L,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,525
M4L,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,275
M4L,Household and dwelling characteristics,Number of persons in private households,,,,,,31150
M4L,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.3
M4M,Household and dwelling characteristics,Total number of persons in private households,,,,,,21640
M4M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,6050
M4M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,710
M4M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1975
M4M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,3365
M4M,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,15590
M4M,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.8
M4M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,2040
M4M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,850
M4M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,190
M4M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,115
M4M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,550
M4M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,1190
M4M,Household and dwelling characteristics,Total number of private households by household type,,,,,,9460
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,5385
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,4575
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,3670
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,1945
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,1720
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,915
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,805
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,555
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,365
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,160
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,200
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,190
M4M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,250
M4M,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,4070
M4M,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,3365
M4M,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,705
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,9460
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,785
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,915
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,7755
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,2025
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,1700
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,440
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,3525
M4M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,75
M4M,Household and dwelling characteristics,Total number of private households by household size,,,,,,9460
M4M,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,3365
M4M,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,3005
M4M,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,1425
M4M,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,990
M4M,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,360
M4M,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,315
M4M,Household and dwelling characteristics,Number of persons in private households,,,,,,21640
M4M,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.3
M4N,Household and dwelling characteristics,Total number of persons in private households,,,,,,14785
M4N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,2420
M4N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,165
M4N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,375
M4N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,1880
M4N,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,12365
M4N,Household and dwelling characteristics,Average number of persons per census family,,,,,,3.1
M4N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,2615
M4N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,915
M4N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,65
M4N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,35
M4N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,815
M4N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,1705
M4N,Household and dwelling characteristics,Total number of private households by household type,,,,,,6035
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,3980
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,3790
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,3435
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,1470
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,1970
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,355
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,185
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,155
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,135
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,40
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,90
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,20
M4N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,35
M4N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,2060
M4N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,1885
M4N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,170
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,6035
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,3050
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,1505
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,1490
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,225
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,30
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,100
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,1135
M4N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,5
M4N,Household and dwelling characteristics,Total number of private households by household size,,,,,,6040
M4N,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,1885
M4N,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,1830
M4N,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,750
M4N,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,1020
M4N,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,415
M4N,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,135
M4N,Household and dwelling characteristics,Number of persons in private households,,,,,,14785
M4N,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.4
M4P,Household and dwelling characteristics,Total number of persons in private households,,,,,,19175
M4P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,8175
M4P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,430
M4P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1355
M4P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,6395
M4P,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,11000
M4P,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.6
M4P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,2425
M4P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1475
M4P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,70
M4P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,35
M4P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,1365
M4P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,955
M4P,Household and dwelling characteristics,Total number of private households by household type,,,,,,11435
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,4275
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,4075
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,3430
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,2130
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,1300
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,650
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,200
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,165
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,105
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,55
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,55
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,60
M4P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,35
M4P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,7160
M4P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,6395
M4P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,765
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,11435
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,960
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,7805
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,5
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,2675
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,400
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,150
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,100
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,1825
M4P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,190
M4P,Household and dwelling characteristics,Total number of private households by household size,,,,,,11435
M4P,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,6395
M4P,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,3320
M4P,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,995
M4P,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,540
M4P,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,150
M4P,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,40
M4P,Household and dwelling characteristics,Number of persons in private households,,,,,,19175
M4P,Household and dwelling characteristics,Average number of persons in private households,,,,,,1.7
M4R,Household and dwelling characteristics,Total number of persons in private households,,,,,,11040
M4R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,2480
M4R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,150
M4R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,380
M4R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,1950
M4R,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,8560
M4R,Household and dwelling characteristics,Average number of persons per census family,,,,,,3
M4R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,1275
M4R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,530
M4R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,35
M4R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,15
M4R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,475
M4R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,750
M4R,Household and dwelling characteristics,Total number of private households by household type,,,,,,4955
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,2815
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,2680
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,2360
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,1040
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,1315
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,325
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,135
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,120
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,95
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,20
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,75
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,25
M4R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,15
M4R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,2140
M4R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,1950
M4R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,190
M4R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,4960
M4R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,1820
M4R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,1670
M4R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M4R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,1470
M4R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,455
