Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Total
M2J,Household and dwelling characteristics,Number of persons in private households,,,,,,53680
M2J,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.8
M2K,Household and dwelling characteristics,Total number of persons in private households,,,,,,19505
M2K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,3645
M2K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,520
M2K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,575
M2K,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,2555
M2K,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,15860
M2K,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.8
M2K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,3370
M2K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1055
M2K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,195
M2K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,45
M2K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,810
M2K,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,2320
M2K,Household and dwelling characteristics,Total number of private households by household type,,,,,,8355
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,5495
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,4985
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,4260
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,1985
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,2275
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,725
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,505
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,340
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,245
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,80
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,165
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,95
M2K,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,170
M2K,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,2860
M2K,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,2555
M2K,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,310
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,8355
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,2550
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,4825
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,5
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,975
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,125
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,275
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,120
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,455
M2K,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,0
M2K,Household and dwelling characteristics,Total number of private households by household size,,,,,,8355
M2K,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,2555
M2K,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,2720
M2K,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,1460
M2K,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,1160
M2K,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,315
M2K,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,140
M2K,Household and dwelling characteristics,Number of persons in private households,,,,,,19505
M2K,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.3
M2L,Household and dwelling characteristics,Total number of persons in private households,,,,,,11930
M2L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,1215
M2L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,245
M2L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,345
M2L,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,625
M2L,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,10715
M2L,Household and dwelling characteristics,Average number of persons per census family,,,,,,3.1
M2L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,1905
M2L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,440
M2L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,125
M2L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,40
M2L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,275
M2L,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,1465
M2L,Household and dwelling characteristics,Total number of private households by household type,,,,,,4035
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,3305
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,2875
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,2470
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,905
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,1560
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,405
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,430
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,295
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,235
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,45
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,195
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,55
M2L,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,135
M2L,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,730
M2L,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,625
M2L,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,100
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,4035
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,2365
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,940
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,725
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,165
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,435
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,105
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,10
M2L,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,10
M2L,Household and dwelling characteristics,Total number of private households by household size,,,,,,4030
M2L,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,625
M2L,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,1200
M2L,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,785
M2L,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,855
M2L,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,370
M2L,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,200
M2L,Household and dwelling characteristics,Number of persons in private households,,,,,,11925
M2L,Household and dwelling characteristics,Average number of persons in private households,,,,,,3
M2M,Household and dwelling characteristics,Total number of persons in private households,,,,,,32225
M2M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,5885
M2M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,1130
M2M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,1830
M2M,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,2925
M2M,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,26340
M2M,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.9
M2M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,5555
M2M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,1675
M2M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,345
M2M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,105
M2M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,1220
M2M,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,3880
M2M,Household and dwelling characteristics,Total number of private households by household type,,,,,,12400
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,8725
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,7480
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,6340
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,2620
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,3720
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,1145
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,1240
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,840
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,635
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,245
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,390
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,205
M2M,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,405
M2M,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,3675
M2M,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,2920
M2M,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,755
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,12400
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,4675
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,5860
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,5
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,1865
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,540
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,230
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,505
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,590
M2M,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,0
M2M,Household and dwelling characteristics,Total number of private households by household size,,,,,,12400
M2M,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,2925
M2M,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,3925
M2M,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,2445
M2M,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,2045
M2M,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,660
M2M,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,400
M2M,Household and dwelling characteristics,Number of persons in private households,,,,,,32225
M2M,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.6
M2N,Household and dwelling characteristics,Total number of persons in private households,,,,,,66745
M2N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,15445
M2N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,2315
M2N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,3080
M2N,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,10050
M2N,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,51305
M2N,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.8
M2N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,8625
M2N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,3050
M2N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,500
M2N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,125
M2N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,2430
M2N,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,5570
M2N,Household and dwelling characteristics,Total number of private households by household type,,,,,,29620
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,17795
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,16085
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,13610
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,6320
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,7290
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,2475
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,1705
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,1155
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,870
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,375
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,495
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,290
M2N,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,550
M2N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,11825
M2N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,10050
M2N,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,1775
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,29620
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,6035
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,19440
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,4145
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,255
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,1115
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,570
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,2195
M2N,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,20
M2N,Household and dwelling characteristics,Total number of private households by household size,,,,,,29620
M2N,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,10050
M2N,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,9390
M2N,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,5070
M2N,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,3600
M2N,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,990
M2N,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,510
M2N,Household and dwelling characteristics,Number of persons in private households,,,,,,66745
M2N,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.3
M2P,Household and dwelling characteristics,Total number of persons in private households,,,,,,7800
M2P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,1100
M2P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,120
M2P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,210
M2P,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,775
M2P,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,6700
M2P,Household and dwelling characteristics,Average number of persons per census family,,,,,,3.1
M2P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,1140
M2P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,335
M2P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,45
M2P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,20
M2P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,265
M2P,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,805
M2P,Household and dwelling characteristics,Total number of private households by household type,,,,,,3005
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,2145
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,1970
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,1730
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,705
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,1030
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,240
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,175
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,130
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,100
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,15
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,80
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,25
M2P,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,45
M2P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,860
M2P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,775
M2P,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,85
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,3005
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,1675
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,600
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,735
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,15
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Row house,,,,115
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, duplex",,,,20
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,"Apartment, building that has fewer than five storeys",,,,575
M2P,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Other single-attached house,,,,0
M2P,Household and dwelling characteristics,Total number of private households by household size,,,,,,3005
M2P,Household and dwelling characteristics,Total number of private households by household size,1 person,,,,,775
M2P,Household and dwelling characteristics,Total number of private households by household size,2 persons,,,,,935
M2P,Household and dwelling characteristics,Total number of private households by household size,3 persons,,,,,490
M2P,Household and dwelling characteristics,Total number of private households by household size,4 persons,,,,,495
M2P,Household and dwelling characteristics,Total number of private households by household size,5 persons,,,,,230
M2P,Household and dwelling characteristics,Total number of private households by household size,6 or more persons,,,,,95
M2P,Household and dwelling characteristics,Number of persons in private households,,,,,,7805
M2P,Household and dwelling characteristics,Average number of persons in private households,,,,,,2.6
M2R,Household and dwelling characteristics,Total number of persons in private households,,,,,,39165
M2R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,,,,,7190
M2R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with relatives,,,,1320
M2R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living with non-relatives only,,,,2015
M2R,Household and dwelling characteristics,Total number of persons in private households,Number of persons not in census families,Living alone,,,,3855
M2R,Household and dwelling characteristics,Total number of persons in private households,Number of census family persons,,,,,31975
M2R,Household and dwelling characteristics,Average number of persons per census family,,,,,,2.9
M2R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,,,,,,6975
M2R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,,,,,2640
M2R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with relatives,,,,435
M2R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living with non-relatives only,,,,200
M2R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of persons not in census families aged 65 years and over,Living alone,,,,2000
M2R,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,Number of census family persons aged 65 years and over,,,,,4335
M2R,Household and dwelling characteristics,Total number of private households by household type,,,,,,15215
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,,,,,10660
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,,,,8970
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,,,7150
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,Without children,,2995
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Couple-family households,With children,,4150
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,One-family-only households,Lone-parent-family households,,,1830
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,,,,1685
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,,,1185
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,,820
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,Without children,295
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Couple-family households,With children,525
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,One-family households with persons not in a census family,Lone-parent-family households,,365
M2R,Household and dwelling characteristics,Total number of private households by household type,Census-family households,Other family households,Two-or-more-family households,,,505
M2R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,,,,,4555
M2R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,One-person households,,,,3855
M2R,Household and dwelling characteristics,Total number of private households by household type,Non-census-family households,Two-or-more-person households,,,,700
M2R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,,,,,,15215
M2R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Single-detached house,,,,,3315
M2R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,"Apartment, building that has five or more storeys",,,,,9135
M2R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Movable dwelling,,,,,0
M2R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,,,,,2765
M2R,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,Other dwelling,Semi-detached house,,,,870
