,Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
152,M1H,Religion,Total population by selected religions - 20% Sample Data,Jewish,,,,,65.0
153,M1H,Religion,Total population by selected religions - 20% Sample Data,Buddhist,,,,,415.0
154,M1H,Religion,Total population by selected religions - 20% Sample Data,Hindu,,,,,3325.0
155,M1H,Religion,Total population by selected religions - 20% Sample Data,Sikh,,,,,130.0
156,M1H,Religion,Total population by selected religions - 20% Sample Data,Greek Orthodox,,,,,860.0
157,M1H,Religion,Total population by selected religions - 20% Sample Data,Mennonite,,,,,0.0
158,M1H,Religion,Total population by selected religions - 20% Sample Data,Orthodox not included elsewhere,,,,,345.0
159,M1H,Religion,Total population by selected religions - 20% Sample Data,Jehovah's Witnesses,,,,,65.0
160,M1H,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Catholic,,,,,10.0
161,M1H,Religion,Total population by selected religions - 20% Sample Data,Church of Jesus Christ of Latter-day Saints (Mormons),,,,,0.0
162,M1H,Religion,Total population by selected religions - 20% Sample Data,Salvation Army,,,,,95.0
163,M1H,Religion,Total population by selected religions - 20% Sample Data,Christian Reformed Church,,,,,0.0
164,M1H,Religion,Total population by selected religions - 20% Sample Data,Evangelical Missionary Church,,,,,20.0
165,M1H,Religion,Total population by selected religions - 20% Sample Data,Christian and Missionary Alliance,,,,,50.0
166,M1H,Religion,Total population by selected religions - 20% Sample Data,Adventist,,,,,105.0
167,M1H,Religion,Total population by selected religions - 20% Sample Data,Non-denominational,,,,,0.0
168,M1H,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Orthodox,,,,,20.0
169,M1H,Religion,Total population by selected religions - 20% Sample Data,Aboriginal spirituality,,,,,10.0
170,M1H,Religion,Total population by selected religions - 20% Sample Data,Hutterite,,,,,0.0
171,M1H,Religion,Total population by selected religions - 20% Sample Data,Methodist,,,,,35.0
172,M1H,Religion,Total population by selected religions - 20% Sample Data,Pagan,,,,,10.0
173,M1H,Religion,Total population by selected religions - 20% Sample Data,Brethren in Christ,,,,,10.0
174,M1H,Religion,Total population by selected religions - 20% Sample Data,Serbian Orthodox,,,,,0.0
175,M1J,Religion,Total population by selected religions - 20% Sample Data,,,,,,36650.0
176,M1J,Religion,Total population by selected religions - 20% Sample Data,Roman Catholic,,,,,9685.0
177,M1J,Religion,Total population by selected religions - 20% Sample Data,No religion,,,,,3890.0
178,M1J,Religion,Total population by selected religions - 20% Sample Data,United Church,,,,,1565.0
179,M1J,Religion,Total population by selected religions - 20% Sample Data,Anglican,,,,,2530.0
180,M1J,Religion,Total population by selected religions - 20% Sample Data,Christian not included elsewhere,,,,,1920.0
181,M1J,Religion,Total population by selected religions - 20% Sample Data,Baptist,,,,,950.0
182,M1J,Religion,Total population by selected religions - 20% Sample Data,Lutheran,,,,,215.0
183,M1J,Religion,Total population by selected religions - 20% Sample Data,Muslim,,,,,4605.0
184,M1J,Religion,Total population by selected religions - 20% Sample Data,Protestant not included elsewhere,,,,,355.0
185,M1J,Religion,Total population by selected religions - 20% Sample Data,Presbyterian,,,,,565.0
186,M1J,Religion,Total population by selected religions - 20% Sample Data,Pentecostal,,,,,850.0
187,M1J,Religion,Total population by selected religions - 20% Sample Data,Jewish,,,,,50.0
188,M1J,Religion,Total population by selected religions - 20% Sample Data,Buddhist,,,,,440.0
189,M1J,Religion,Total population by selected religions - 20% Sample Data,Hindu,,,,,5355.0
190,M1J,Religion,Total population by selected religions - 20% Sample Data,Sikh,,,,,115.0
191,M1J,Religion,Total population by selected religions - 20% Sample Data,Greek Orthodox,,,,,655.0
192,M1J,Religion,Total population by selected religions - 20% Sample Data,Mennonite,,,,,10.0
193,M1J,Religion,Total population by selected religions - 20% Sample Data,Orthodox not included elsewhere,,,,,1125.0
194,M1J,Religion,Total population by selected religions - 20% Sample Data,Jehovah's Witnesses,,,,,115.0
195,M1J,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Catholic,,,,,40.0
196,M1J,Religion,Total population by selected religions - 20% Sample Data,Church of Jesus Christ of Latter-day Saints (Mormons),,,,,105.0
197,M1J,Religion,Total population by selected religions - 20% Sample Data,Salvation Army,,,,,185.0
198,M1J,Religion,Total population by selected religions - 20% Sample Data,Christian Reformed Church,,,,,0.0
199,M1J,Religion,Total population by selected religions - 20% Sample Data,Evangelical Missionary Church,,,,,80.0
200,M1J,Religion,Total population by selected religions - 20% Sample Data,Christian and Missionary Alliance,,,,,40.0
201,M1J,Religion,Total population by selected religions - 20% Sample Data,Adventist,,,,,285.0
202,M1J,Religion,Total population by selected religions - 20% Sample Data,Non-denominational,,,,,20.0
203,M1J,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Orthodox,,,,,20.0
204,M1J,Religion,Total population by selected religions - 20% Sample Data,Aboriginal spirituality,,,,,10.0
205,M1J,Religion,Total population by selected religions - 20% Sample Data,Hutterite,,,,,0.0
206,M1J,Religion,Total population by selected religions - 20% Sample Data,Methodist,,,,,145.0
207,M1J,Religion,Total population by selected religions - 20% Sample Data,Pagan,,,,,10.0
208,M1J,Religion,Total population by selected religions - 20% Sample Data,Brethren in Christ,,,,,0.0
209,M1J,Religion,Total population by selected religions - 20% Sample Data,Serbian Orthodox,,,,,65.0
210,M1K,Religion,Total population by selected religions - 20% Sample Data,,,,,,48945.0
211,M1K,Religion,Total population by selected religions - 20% Sample Data,Roman Catholic,,,,,14080.0
212,M1K,Religion,Total population by selected religions - 20% Sample Data,No religion,,,,,7700.0
213,M1K,Religion,Total population by selected religions - 20% Sample Data,United Church,,,,,2900.0
214,M1K,Religion,Total population by selected religions - 20% Sample Data,Anglican,,,,,2425.0
215,M1K,Religion,Total population by selected religions - 20% Sample Data,Christian not included elsewhere,,,,,2010.0
216,M1K,Religion,Total population by selected religions - 20% Sample Data,Baptist,,,,,1050.0
217,M1K,Religion,Total population by selected religions - 20% Sample Data,Lutheran,,,,,485.0
218,M1K,Religion,Total population by selected religions - 20% Sample Data,Muslim,,,,,4160.0
219,M1K,Religion,Total population by selected religions - 20% Sample Data,Protestant not included elsewhere,,,,,890.0
220,M1K,Religion,Total population by selected religions - 20% Sample Data,Presbyterian,,,,,455.0
221,M1K,Religion,Total population by selected religions - 20% Sample Data,Pentecostal,,,,,745.0
222,M1K,Religion,Total population by selected religions - 20% Sample Data,Jewish,,,,,115.0
223,M1K,Religion,Total population by selected religions - 20% Sample Data,Buddhist,,,,,1235.0
224,M1K,Religion,Total population by selected religions - 20% Sample Data,Hindu,,,,,5205.0
225,M1K,Religion,Total population by selected religions - 20% Sample Data,Sikh,,,,,175.0
226,M1K,Religion,Total population by selected religions - 20% Sample Data,Greek Orthodox,,,,,2005.0
227,M1K,Religion,Total population by selected religions - 20% Sample Data,Mennonite,,,,,10.0
228,M1K,Religion,Total population by selected religions - 20% Sample Data,Orthodox not included elsewhere,,,,,1465.0
229,M1K,Religion,Total population by selected religions - 20% Sample Data,Jehovah's Witnesses,,,,,175.0
230,M1K,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Catholic,,,,,30.0
231,M1K,Religion,Total population by selected religions - 20% Sample Data,Church of Jesus Christ of Latter-day Saints (Mormons),,,,,50.0
232,M1K,Religion,Total population by selected religions - 20% Sample Data,Salvation Army,,,,,280.0
233,M1K,Religion,Total population by selected religions - 20% Sample Data,Christian Reformed Church,,,,,0.0
234,M1K,Religion,Total population by selected religions - 20% Sample Data,Evangelical Missionary Church,,,,,50.0
235,M1K,Religion,Total population by selected religions - 20% Sample Data,Christian and Missionary Alliance,,,,,35.0
236,M1K,Religion,Total population by selected religions - 20% Sample Data,Adventist,,,,,225.0
237,M1K,Religion,Total population by selected religions - 20% Sample Data,Non-denominational,,,,,15.0
238,M1K,Religion,Total population by selected religions - 20% Sample Data,Ukrainian Orthodox,,,,,10.0
239,M1K,Religion,Total population by selected religions - 20% Sample Data,Aboriginal spirituality,,,,,0.0
240,M1K,Religion,Total population by selected religions - 20% Sample Data,Hutterite,,,,,30.0
241,M1K,Religion,Total population by selected religions - 20% Sample Data,Methodist,,,,,130.0
242,M1K,Religion,Total population by selected religions - 20% Sample Data,Pagan,,,,,35.0
243,M1K,Religion,Total population by selected religions - 20% Sample Data,Brethren in Christ,,,,,15.0
244,M1K,Religion,Total population by selected religions - 20% Sample Data,Serbian Orthodox,,,,,20.0
245,M1L,Religion,Total population by selected religions - 20% Sample Data,,,,,,27580.0
246,M1L,Religion,Total population by selected religions - 20% Sample Data,Roman Catholic,,,,,7440.0
247,M1L,Religion,Total population by selected religions - 20% Sample Data,No religion,,,,,4395.0
248,M1L,Religion,Total population by selected religions - 20% Sample Data,United Church,,,,,1665.0
249,M1L,Religion,Total population by selected religions - 20% Sample Data,Anglican,,,,,1745.0
250,M1L,Religion,Total population by selected religions - 20% Sample Data,Christian not included elsewhere,,,,,1145.0
251,M1L,Religion,Total population by selected religions - 20% Sample Data,Baptist,,,,,600.0
252,M1L,Religion,Total population by selected religions - 20% Sample Data,Lutheran,,,,,225.0
253,M1L,Religion,Total population by selected religions - 20% Sample Data,Muslim,,,,,4465.0
254,M1L,Religion,Total population by selected religions - 20% Sample Data,Protestant not included elsewhere,,,,,435.0
255,M1L,Religion,Total population by selected religions - 20% Sample Data,Presbyterian,,,,,350.0
256,M1L,Religion,Total population by selected religions - 20% Sample Data,Pentecostal,,,,,175.0
257,M1L,Religion,Total population by selected religions - 20% Sample Data,Jewish,,,,,110.0
258,M1L,Religion,Total population by selected religions - 20% Sample Data,Buddhist,,,,,560.0
259,M1L,Religion,Total population by selected religions - 20% Sample Data,Hindu,,,,,1780.0
260,M1L,Religion,Total population by selected religions - 20% Sample Data,Sikh,,,,,40.0
261,M1L,Religion,Total population by selected religions - 20% Sample Data,Greek Orthodox,,,,,775.0
262,M1L,Religion,Total population by selected religions - 20% Sample Data,Mennonite,,,,,75.0
263,M1L,Religion,Total population by selected religions - 20% Sample Data,Orthodox not included elsewhere,,,,,735.0
264,M1L,Religion,Total population by selected religions - 20% Sample Data,Jehovah's Witnesses,,,,,120.0
