Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M5T,Population Characteristics,Land area in square kilometres,,,,,,...
M5V,Population Characteristics,Population; 2016,,,,,,49195
M5V,Population Characteristics,Population; 2011,,,,,,...
M5V,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M5V,Population Characteristics,Total private dwellings,,,,,,35058
M5V,Population Characteristics,Private dwellings occupied by usual residents,,,,,,30726
M5V,Population Characteristics,Population density per square kilometre,,,,,,...
M5V,Population Characteristics,Land area in square kilometres,,,,,,...
M5W,Population Characteristics,Population; 2016,,,,,,15
M5W,Population Characteristics,Population; 2011,,,,,,...
M5W,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M5W,Population Characteristics,Total private dwellings,,,,,,11
M5W,Population Characteristics,Private dwellings occupied by usual residents,,,,,,9
M5W,Population Characteristics,Population density per square kilometre,,,,,,...
M5W,Population Characteristics,Land area in square kilometres,,,,,,...
M6A,Population Characteristics,Population; 2016,,,,,,21048
M6A,Population Characteristics,Population; 2011,,,,,,...
M6A,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6A,Population Characteristics,Total private dwellings,,,,,,8751
M6A,Population Characteristics,Private dwellings occupied by usual residents,,,,,,8074
M6A,Population Characteristics,Population density per square kilometre,,,,,,...
M6A,Population Characteristics,Land area in square kilometres,,,,,,...
M6B,Population Characteristics,Population; 2016,,,,,,28522
M6B,Population Characteristics,Population; 2011,,,,,,...
M6B,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6B,Population Characteristics,Total private dwellings,,,,,,11375
M6B,Population Characteristics,Private dwellings occupied by usual residents,,,,,,10728
M6B,Population Characteristics,Population density per square kilometre,,,,,,...
M6B,Population Characteristics,Land area in square kilometres,,,,,,...
M6C,Population Characteristics,Population; 2016,,,,,,24596
M6C,Population Characteristics,Population; 2011,,,,,,...
M6C,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6C,Population Characteristics,Total private dwellings,,,,,,11043
M6C,Population Characteristics,Private dwellings occupied by usual residents,,,,,,10484
M6C,Population Characteristics,Population density per square kilometre,,,,,,...
M6C,Population Characteristics,Land area in square kilometres,,,,,,...
M6E,Population Characteristics,Population; 2016,,,,,,38041
M6E,Population Characteristics,Population; 2011,,,,,,...
M6E,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6E,Population Characteristics,Total private dwellings,,,,,,15809
M6E,Population Characteristics,Private dwellings occupied by usual residents,,,,,,14721
M6E,Population Characteristics,Population density per square kilometre,,,,,,...
M6E,Population Characteristics,Land area in square kilometres,,,,,,...
M6G,Population Characteristics,Population; 2016,,,,,,32086
M6G,Population Characteristics,Population; 2011,,,,,,...
M6G,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6G,Population Characteristics,Total private dwellings,,,,,,14312
M6G,Population Characteristics,Private dwellings occupied by usual residents,,,,,,13424
M6G,Population Characteristics,Population density per square kilometre,,,,,,...
M6G,Population Characteristics,Land area in square kilometres,,,,,,...
M6H,Population Characteristics,Population; 2016,,,,,,44950
M6H,Population Characteristics,Population; 2011,,,,,,...
M6H,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6H,Population Characteristics,Total private dwellings,,,,,,20573
M6H,Population Characteristics,Private dwellings occupied by usual residents,,,,,,19209
M6H,Population Characteristics,Population density per square kilometre,,,,,,...
M6H,Population Characteristics,Land area in square kilometres,,,,,,...
M6J,Population Characteristics,Population; 2016,,,,,,32684
M6J,Population Characteristics,Population; 2011,,,,,,...
M6J,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6J,Population Characteristics,Total private dwellings,,,,,,16333
M6J,Population Characteristics,Private dwellings occupied by usual residents,,,,,,15063
M6J,Population Characteristics,Population density per square kilometre,,,,,,...
M6J,Population Characteristics,Land area in square kilometres,,,,,,...
M6K,Population Characteristics,Population; 2016,,,,,,40957
M6K,Population Characteristics,Population; 2011,,,,,,...
M6K,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6K,Population Characteristics,Total private dwellings,,,,,,23344
M6K,Population Characteristics,Private dwellings occupied by usual residents,,,,,,22023
M6K,Population Characteristics,Population density per square kilometre,,,,,,...
M6K,Population Characteristics,Land area in square kilometres,,,,,,...
M6L,Population Characteristics,Population; 2016,,,,,,20616
M6L,Population Characteristics,Population; 2011,,,,,,...
M6L,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6L,Population Characteristics,Total private dwellings,,,,,,7611
M6L,Population Characteristics,Private dwellings occupied by usual residents,,,,,,7387
M6L,Population Characteristics,Population density per square kilometre,,,,,,...
M6L,Population Characteristics,Land area in square kilometres,,,,,,...
M6M,Population Characteristics,Population; 2016,,,,,,42434
M6M,Population Characteristics,Population; 2011,,,,,,...
M6M,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6M,Population Characteristics,Total private dwellings,,,,,,16799
M6M,Population Characteristics,Private dwellings occupied by usual residents,,,,,,16020
M6M,Population Characteristics,Population density per square kilometre,,,,,,...
M6M,Population Characteristics,Land area in square kilometres,,,,,,...
M6N,Population Characteristics,Population; 2016,,,,,,41243
M6N,Population Characteristics,Population; 2011,,,,,,...
M6N,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6N,Population Characteristics,Total private dwellings,,,,,,17239
M6N,Population Characteristics,Private dwellings occupied by usual residents,,,,,,16250
M6N,Population Characteristics,Population density per square kilometre,,,,,,...
M6N,Population Characteristics,Land area in square kilometres,,,,,,...
M6P,Population Characteristics,Population; 2016,,,,,,40035
M6P,Population Characteristics,Population; 2011,,,,,,...
M6P,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6P,Population Characteristics,Total private dwellings,,,,,,19924
M6P,Population Characteristics,Private dwellings occupied by usual residents,,,,,,18972
M6P,Population Characteristics,Population density per square kilometre,,,,,,...
M6P,Population Characteristics,Land area in square kilometres,,,,,,...
M6R,Population Characteristics,Population; 2016,,,,,,19857
M6R,Population Characteristics,Population; 2011,,,,,,...
M6R,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6R,Population Characteristics,Total private dwellings,,,,,,9205
M6R,Population Characteristics,Private dwellings occupied by usual residents,,,,,,8598
M6R,Population Characteristics,Population density per square kilometre,,,,,,...
M6R,Population Characteristics,Land area in square kilometres,,,,,,...
M6S,Population Characteristics,Population; 2016,,,,,,34299
M6S,Population Characteristics,Population; 2011,,,,,,...
M6S,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M6S,Population Characteristics,Total private dwellings,,,,,,15261
M6S,Population Characteristics,Private dwellings occupied by usual residents,,,,,,14655
M6S,Population Characteristics,Population density per square kilometre,,,,,,...
M6S,Population Characteristics,Land area in square kilometres,,,,,,...
M8V,Population Characteristics,Population; 2016,,,,,,37975
M8V,Population Characteristics,Population; 2011,,,,,,...
M8V,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M8V,Population Characteristics,Total private dwellings,,,,,,22268
M8V,Population Characteristics,Private dwellings occupied by usual residents,,,,,,19601
M8V,Population Characteristics,Population density per square kilometre,,,,,,...
M8V,Population Characteristics,Land area in square kilometres,,,,,,...
M8W,Population Characteristics,Population; 2016,,,,,,20674
M8W,Population Characteristics,Population; 2011,,,,,,...
M8W,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M8W,Population Characteristics,Total private dwellings,,,,,,9161
M8W,Population Characteristics,Private dwellings occupied by usual residents,,,,,,8770
M8W,Population Characteristics,Population density per square kilometre,,,,,,...
M8W,Population Characteristics,Land area in square kilometres,,,,,,...
M8X,Population Characteristics,Population; 2016,,,,,,10787
M8X,Population Characteristics,Population; 2011,,,,,,...
M8X,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M8X,Population Characteristics,Total private dwellings,,,,,,4680
M8X,Population Characteristics,Private dwellings occupied by usual residents,,,,,,4523
M8X,Population Characteristics,Population density per square kilometre,,,,,,...
M8X,Population Characteristics,Land area in square kilometres,,,,,,...
M8Y,Population Characteristics,Population; 2016,,,,,,21299
M8Y,Population Characteristics,Population; 2011,,,,,,...
M8Y,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M8Y,Population Characteristics,Total private dwellings,,,,,,10485
M8Y,Population Characteristics,Private dwellings occupied by usual residents,,,,,,9782
M8Y,Population Characteristics,Population density per square kilometre,,,,,,...
M8Y,Population Characteristics,Land area in square kilometres,,,,,,...
M8Z,Population Characteristics,Population; 2016,,,,,,17038
M8Z,Population Characteristics,Population; 2011,,,,,,...
M8Z,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M8Z,Population Characteristics,Total private dwellings,,,,,,7046
M8Z,Population Characteristics,Private dwellings occupied by usual residents,,,,,,6782
M8Z,Population Characteristics,Population density per square kilometre,,,,,,...
M8Z,Population Characteristics,Land area in square kilometres,,,,,,...
M9A,Population Characteristics,Population; 2016,,,,,,35594
M9A,Population Characteristics,Population; 2011,,,,,,...
M9A,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9A,Population Characteristics,Total private dwellings,,,,,,15730
M9A,Population Characteristics,Private dwellings occupied by usual residents,,,,,,15119
M9A,Population Characteristics,Population density per square kilometre,,,,,,...
M9A,Population Characteristics,Land area in square kilometres,,,,,,...
M9B,Population Characteristics,Population; 2016,,,,,,32400
M9B,Population Characteristics,Population; 2011,,,,,,...
M9B,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9B,Population Characteristics,Total private dwellings,,,,,,12617
M9B,Population Characteristics,Private dwellings occupied by usual residents,,,,,,12292
M9B,Population Characteristics,Population density per square kilometre,,,,,,...
M9B,Population Characteristics,Land area in square kilometres,,,,,,...
M9C,Population Characteristics,Population; 2016,,,,,,38291
M9C,Population Characteristics,Population; 2011,,,,,,...
M9C,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9C,Population Characteristics,Total private dwellings,,,,,,15402
M9C,Population Characteristics,Private dwellings occupied by usual residents,,,,,,15111
M9C,Population Characteristics,Population density per square kilometre,,,,,,...
M9C,Population Characteristics,Land area in square kilometres,,,,,,...
M9L,Population Characteristics,Population; 2016,,,,,,11950
M9L,Population Characteristics,Population; 2011,,,,,,...
M9L,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9L,Population Characteristics,Total private dwellings,,,,,,4122
M9L,Population Characteristics,Private dwellings occupied by usual residents,,,,,,3746
M9L,Population Characteristics,Population density per square kilometre,,,,,,...
M9L,Population Characteristics,Land area in square kilometres,,,,,,...
M9M,Population Characteristics,Population; 2016,,,,,,22263
M9M,Population Characteristics,Population; 2011,,,,,,...
M9M,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9M,Population Characteristics,Total private dwellings,,,,,,7757
M9M,Population Characteristics,Private dwellings occupied by usual residents,,,,,,7310
M9M,Population Characteristics,Population density per square kilometre,,,,,,...
M9M,Population Characteristics,Land area in square kilometres,,,,,,...
M9N,Population Characteristics,Population; 2016,,,,,,25074
M9N,Population Characteristics,Population; 2011,,,,,,...
M9N,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9N,Population Characteristics,Total private dwellings,,,,,,10713
M9N,Population Characteristics,Private dwellings occupied by usual residents,,,,,,10171
M9N,Population Characteristics,Population density per square kilometre,,,,,,...
M9N,Population Characteristics,Land area in square kilometres,,,,,,...
M9P,Population Characteristics,Population; 2016,,,,,,20874
M9P,Population Characteristics,Population; 2011,,,,,,...
M9P,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9P,Population Characteristics,Total private dwellings,,,,,,8198
M9P,Population Characteristics,Private dwellings occupied by usual residents,,,,,,7906
M9P,Population Characteristics,Population density per square kilometre,,,,,,...
M9P,Population Characteristics,Land area in square kilometres,,,,,,...
M9R,Population Characteristics,Population; 2016,,,,,,33743
M9R,Population Characteristics,Population; 2011,,,,,,...
M9R,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9R,Population Characteristics,Total private dwellings,,,,,,12755
M9R,Population Characteristics,Private dwellings occupied by usual residents,,,,,,12336
M9R,Population Characteristics,Population density per square kilometre,,,,,,...
M9R,Population Characteristics,Land area in square kilometres,,,,,,...
M9V,Population Characteristics,Population; 2016,,,,,,55959
M9V,Population Characteristics,Population; 2011,,,,,,...
M9V,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9V,Population Characteristics,Total private dwellings,,,,,,17590
M9V,Population Characteristics,Private dwellings occupied by usual residents,,,,,,16808
M9V,Population Characteristics,Population density per square kilometre,,,,,,...
M9V,Population Characteristics,Land area in square kilometres,,,,,,...
M9W,Population Characteristics,Population; 2016,,,,,,40684
M9W,Population Characteristics,Population; 2011,,,,,,...
M9W,Population Characteristics,Population percentage change; 2011 to 2016,,,,,,...
M9W,Population Characteristics,Total private dwellings,,,,,,14487
M9W,Population Characteristics,Private dwellings occupied by usual residents,,,,,,13704
M9W,Population Characteristics,Population density per square kilometre,,,,,,...
M9W,Population Characteristics,Land area in square kilometres,,,,,,...
