Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M5B,Family characteristics,Average size of census families,,,,,,2.4
M5B,Family characteristics,Total number of census families in private households - 100% data,,,,,,2325
M5B,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,1900
M5B,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,1225
M5B,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,675
M5B,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,420
M5B,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,355
M5B,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,60
M5B,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,1905
M5B,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,1350
M5B,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,550
M5B,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,325
M5B,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,165
M5B,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,60
M5B,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,425
M5B,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,285
M5B,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,115
M5B,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,25
M5B,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,6215
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,1725
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,0
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,1645
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,75
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,0
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,5
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,0
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,75
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M5C,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5C,Family characteristics,Total - Private households by household size - 100% data,,,,,,1725
M5C,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,935
M5C,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,625
M5C,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,105
M5C,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,25
M5C,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,25
M5C,Family characteristics,Number of persons in private households,,,,,,2760
M5C,Family characteristics,Average household size,,,,,,1.6
M5C,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,625
M5C,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,495
M5C,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,90
M5C,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,25
M5C,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,25
M5C,Family characteristics,Average size of census families,,,,,,2.3
M5C,Family characteristics,Total number of census families in private households - 100% data,,,,,,625
M5C,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,535
M5C,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,330
M5C,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,205
M5C,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,95
M5C,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,90
M5C,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,5
M5C,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,535
M5C,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,435
M5C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,100
M5C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,65
M5C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,15
M5C,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,20
M5C,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,95
M5C,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,55
M5C,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,25
M5C,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,10
M5C,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,1290
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,5680
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,5
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,5615
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,65
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,0
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,5
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,5
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,55
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M5E,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5E,Family characteristics,Total - Private households by household size - 100% data,,,,,,5685
M5E,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3005
M5E,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,2160
M5E,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,345
M5E,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,125
M5E,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,45
M5E,Family characteristics,Number of persons in private households,,,,,,9095
M5E,Family characteristics,Average household size,,,,,,1.6
M5E,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,2225
M5E,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,1775
M5E,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,300
M5E,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,115
M5E,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,35
M5E,Family characteristics,Average size of census families,,,,,,2.3
M5E,Family characteristics,Total number of census families in private households - 100% data,,,,,,2225
M5E,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,2025
M5E,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,1270
M5E,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,750
M5E,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,205
M5E,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,165
M5E,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,40
M5E,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,2020
M5E,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,1620
M5E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,400
M5E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,260
M5E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,110
M5E,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,30
M5E,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,205
M5E,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,155
M5E,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,35
M5E,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,10
M5E,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,4015
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,4925
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,0
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,4895
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,35
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,0
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,0
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,0
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,35
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M5G,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5G,Family characteristics,Total - Private households by household size - 100% data,,,,,,4930
M5G,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,2560
M5G,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,1675
M5G,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,440
M5G,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,190
M5G,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,70
M5G,Family characteristics,Number of persons in private households,,,,,,8355
M5G,Family characteristics,Average household size,,,,,,1.7
M5G,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,1560
M5G,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,1045
M5G,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,290
M5G,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,170
M5G,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,50
M5G,Family characteristics,Average size of census families,,,,,,2.5
M5G,Family characteristics,Total number of census families in private households - 100% data,,,,,,1560
M5G,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,1265
M5G,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,895
M5G,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,375
M5G,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,290
M5G,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,265
M5G,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,30
M5G,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,1265
M5G,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,840
M5G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,430
M5G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,225
M5G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,160
M5G,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,40
M5G,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,290
M5G,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,210
M5G,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,60
M5G,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,15
M5G,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,4455
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,1245
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,0
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,1210
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,35
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,0
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,5
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,0
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,35
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M5H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5H,Family characteristics,Total - Private households by household size - 100% data,,,,,,1245
M5H,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,705
M5H,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,410
M5H,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,85
M5H,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,35
M5H,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,10
M5H,Family characteristics,Number of persons in private households,,,,,,1960
M5H,Family characteristics,Average household size,,,,,,1.6
M5H,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,410
M5H,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,305
M5H,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,80
M5H,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,30
M5H,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,0
M5H,Family characteristics,Average size of census families,,,,,,2.3
M5H,Family characteristics,Total number of census families in private households - 100% data,,,,,,415
M5H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,370
M5H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,245
M5H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,120
M5H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,45
M5H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,40
M5H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,5
M5H,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,370
M5H,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,275
M5H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,95
M5H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,65
M5H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,25
M5H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,0
M5H,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,45
M5H,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,30
M5H,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,10
M5H,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,5
M5H,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,995
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,8650
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,240
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,8385
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,20
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,15
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,0
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,0
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,5
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M5J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5J,Family characteristics,Total - Private households by household size - 100% data,,,,,,8645
M5J,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,4370
M5J,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,3195
M5J,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,745
M5J,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,260
M5J,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,80
M5J,Family characteristics,Number of persons in private households,,,,,,14475
M5J,Family characteristics,Average household size,,,,,,1.7
M5J,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,3420
M5J,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,2510
M5J,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,635
M5J,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,230
M5J,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,45
M5J,Family characteristics,Average size of census families,,,,,,2.4
M5J,Family characteristics,Total number of census families in private households - 100% data,,,,,,3420
M5J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,3085
M5J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,2195
M5J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,885
M5J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,340
M5J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,260
M5J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,75
M5J,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,3080
M5J,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2250
M5J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,835
M5J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,565
M5J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,225
M5J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,45
M5J,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,340
M5J,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,265
M5J,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,70
M5J,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,5
M5J,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,6385
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,9405
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,5970
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,980
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,2460
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,750
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,60
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,310
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,1225
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,115
M5M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5M,Family characteristics,Total - Private households by household size - 100% data,,,,,,9405
M5M,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,2220
M5M,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,2545
M5M,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,1480
M5M,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,2070
M5M,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1095
M5M,Family characteristics,Number of persons in private households,,,,,,25905
M5M,Family characteristics,Average household size,,,,,,2.8
M5M,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,7065
M5M,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,2575
M5M,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1505
M5M,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,2120
M5M,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,875
M5M,Family characteristics,Average size of census families,,,,,,3.2
M5M,Family characteristics,Total number of census families in private households - 100% data,,,,,,7065
M5M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,6170
M5M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,5720
M5M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,445
M5M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,905
M5M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,745
M5M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,160
M5M,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,6165
M5M,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2075
M5M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,4095
M5M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1195
M5M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,2040
M5M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,855
M5M,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,900
M5M,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,500
M5M,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,305
M5M,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,95
M5M,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,3165
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,6485
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2815
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,2475
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,1195
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,20
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,35
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,300
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,840
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M5N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5N,Family characteristics,Total - Private households by household size - 100% data,,,,,,6485
M5N,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,2020
M5N,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,1850
M5N,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,930
M5N,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1015
M5N,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,675
M5N,Family characteristics,Number of persons in private households,,,,,,16420
M5N,Family characteristics,Average household size,,,,,,2.5
M5N,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,4250
M5N,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,1765
M5N,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,900
M5N,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1030
M5N,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,555
M5N,Family characteristics,Average size of census families,,,,,,3.2
M5N,Family characteristics,Total number of census families in private households - 100% data,,,,,,4250
M5N,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,3660
M5N,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,3260
M5N,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,400
M5N,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,590
M5N,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,500
M5N,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,95
M5N,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,3660
M5N,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,1380
M5N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2275
M5N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,740
M5N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,995
M5N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,545
M5N,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,595
M5N,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,385
M5N,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,165
M5N,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,45
M5N,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,2910
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,9350
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2410
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,3595
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,3350
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,160
