Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M1X,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2640
M1X,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,755
M1X,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1265
M1X,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,620
M1X,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,615
M1X,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,310
M1X,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,175
M1X,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,125
M1X,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,1235
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,8700
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2085
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,1755
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,4860
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,1710
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,1265
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,190
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,1690
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M2H,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2H,Family characteristics,Total - Private households by household size - 100% data,,,,,,8700
M2H,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,1675
M2H,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,2645
M2H,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,1890
M2H,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1515
M2H,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,970
M2H,Family characteristics,Number of persons in private households,,,,,,24215
M2H,Family characteristics,Average household size,,,,,,2.8
M2H,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,7110
M2H,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,3180
M2H,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,2080
M2H,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1475
M2H,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,375
M2H,Family characteristics,Average size of census families,,,,,,2.9
M2H,Family characteristics,Total number of census families in private households - 100% data,,,,,,7115
M2H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,5705
M2H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,5450
M2H,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,255
M2H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1410
M2H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1210
M2H,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,195
M2H,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,5705
M2H,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2290
M2H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,3415
M2H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1690
M2H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1385
M2H,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,335
M2H,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1410
M2H,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,890
M2H,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,390
M2H,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,130
M2H,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,3715
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,21875
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,3960
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,12615
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,5290
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,1565
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,2715
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,285
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,705
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,25
M2J,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2J,Family characteristics,Total - Private households by household size - 100% data,,,,,,21875
M2J,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,5020
M2J,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,6585
M2J,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,4605
M2J,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,3575
M2J,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,2090
M2J,Family characteristics,Number of persons in private households,,,,,,58035
M2J,Family characteristics,Average household size,,,,,,2.7
M2J,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,16285
M2J,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,7210
M2J,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,4615
M2J,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,3380
M2J,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,1085
M2J,Family characteristics,Average size of census families,,,,,,2.9
M2J,Family characteristics,Total number of census families in private households - 100% data,,,,,,16285
M2J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,13130
M2J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,12100
M2J,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,1025
M2J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,3155
M2J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,2690
M2J,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,465
M2J,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,13130
M2J,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,5200
M2J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,7930
M2J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,3800
M2J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,3130
M2J,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,1000
M2J,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,3160
M2J,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,2010
M2J,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,815
M2J,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,335
M2J,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,10490
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,10540
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2445
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,7065
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,1030
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,115
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,290
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,100
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,525
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M2K,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2K,Family characteristics,Total - Private households by household size - 100% data,,,,,,10540
M2K,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3565
M2K,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,3570
M2K,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,1715
M2K,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1165
M2K,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,530
M2K,Family characteristics,Number of persons in private households,,,,,,23380
M2K,Family characteristics,Average household size,,,,,,2.2
M2K,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,6700
M2K,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,3610
M2K,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,1675
M2K,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1135
M2K,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,285
M2K,Family characteristics,Average size of census families,,,,,,2.7
M2K,Family characteristics,Total number of census families in private households - 100% data,,,,,,6705
M2K,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,5660
M2K,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,5050
M2K,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,605
M2K,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1045
M2K,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,870
M2K,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,175
M2K,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,5660
M2K,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2865
M2K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2790
M2K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1415
M2K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1100
M2K,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,280
M2K,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1045
M2K,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,745
M2K,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,255
M2K,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,45
M2K,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,5125
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,3975
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,2320
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,960
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,700
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,160
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,425
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,100
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,10
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,5
M2L,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2L,Family characteristics,Total - Private households by household size - 100% data,,,,,,3975
M2L,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,620
M2L,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,1210
M2L,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,805
M2L,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,810
M2L,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,535
M2L,Family characteristics,Number of persons in private households,,,,,,11615
M2L,Family characteristics,Average household size,,,,,,2.9
M2L,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,3380
M2L,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,1370
M2L,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,840
M2L,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,855
M2L,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,320
M2L,Family characteristics,Average size of census families,,,,,,3.1
M2L,Family characteristics,Total number of census families in private households - 100% data,,,,,,3380
M2L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,2815
M2L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,2665
M2L,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,150
M2L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,565
M2L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,480
M2L,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,90
M2L,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,2815
M2L,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,1065
M2L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,1755
M2L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,650
M2L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,795
M2L,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,310
M2L,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,565
M2L,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,305
M2L,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,185
M2L,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,75
M2L,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,1275
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,12400
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,4475
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,6015
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,1910
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,535
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,200
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,595
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,585
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M2M,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2M,Family characteristics,Total - Private households by household size - 100% data,,,,,,12400
M2M,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3060
M2M,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,3970
M2M,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,2375
M2M,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,1890
M2M,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1100
M2M,Family characteristics,Number of persons in private households,,,,,,31855
M2M,Family characteristics,Average household size,,,,,,2.6
M2M,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,8870
M2M,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,4280
M2M,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,2370
M2M,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,1740
M2M,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,480
M2M,Family characteristics,Average size of census families,,,,,,2.8
M2M,Family characteristics,Total number of census families in private households - 100% data,,,,,,8870
M2M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,7295
M2M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,6775
M2M,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,520
M2M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,1570
M2M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,1320
M2M,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,255
M2M,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,7295
M2M,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,3220
M2M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,4070
M2M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,1955
M2M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,1655
M2M,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,465
M2M,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,1575
M2M,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,1060
M2M,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,415
M2M,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,100
M2M,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,6720
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,33765
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,5825
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,23545
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,4390
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,255
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,1265
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,595
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,2260
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,20
M2N,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2N,Family characteristics,Total - Private households by household size - 100% data,,,,,,33765
M2N,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,11370
M2N,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,11075
M2N,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,5865
M2N,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,3920
M2N,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,1535
M2N,Family characteristics,Number of persons in private households,,,,,,75285
M2N,Family characteristics,Average household size,,,,,,2.2
M2N,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,20505
M2N,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,10440
M2N,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,5530
M2N,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,3715
M2N,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,815
M2N,Family characteristics,Average size of census families,,,,,,2.8
M2N,Family characteristics,Total number of census families in private households - 100% data,,,,,,20500
M2N,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,17150
M2N,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,15170
M2N,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,1980
M2N,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,3350
M2N,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,2870
M2N,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,480
M2N,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,17150
M2N,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,8150
M2N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,9000
M2N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,4680
M2N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,3540
M2N,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,775
M2N,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,3355
M2N,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,2290
M2N,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,850
M2N,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,215
M2N,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,18710
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,3020
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,1685
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,585
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,750
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,20
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,115
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,25
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,590
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,0
M2P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2P,Family characteristics,Total - Private households by household size - 100% data,,,,,,3020
M2P,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,770
M2P,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,925
M2P,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,520
M2P,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,505
M2P,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,295
M2P,Family characteristics,Number of persons in private households,,,,,,7840
M2P,Family characteristics,Average household size,,,,,,2.6
M2P,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,2260
M2P,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,1000
M2P,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,550
M2P,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,495
M2P,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,220
M2P,Family characteristics,Average size of census families,,,,,,3
M2P,Family characteristics,Total number of census families in private households - 100% data,,,,,,2260
M2P,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,1935
M2P,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,1795
M2P,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,140
M2P,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,325
M2P,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,270
M2P,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,60
M2P,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,1935
M2P,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,790
M2P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,1145
M2P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,450
M2P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,475
M2P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,220
M2P,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,325
M2P,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,215
M2P,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,95
M2P,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,20
M2P,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,1070
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,15575
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,3235
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,9330
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,3010
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,840
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,685
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,475
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,1005
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,5
M2R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M2R,Family characteristics,Total - Private households by household size - 100% data,,,,,,15575
M2R,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,4070
